chr13	14019658	14019674	chr13:-:14019664:TE	1	-	1	2	ENSMUST00000160776:4:4:14019274:14019887	ENSMUST00000160776	94.26	95.02	96.75	95.89	93.57	94.2	94.74	97.94	94.26	93.99
chr13	14019397	14019401	chr13:-:14019398:TE	4	-	2	2	ENSMUST00000160776:4:4:14019274:14019887	ENSMUST00000160776	5.74	4.98	3.25	4.11	6.43	5.8	5.26	2.06	5.74	6.01
chr2	166073903	166073933	chr2:-:166073913:TE	7	-	1	2	ENSMUST00000109249:21:21:166073088:166074818	ENSMUST00000109249	99.57	99.52	99.32	99.71	99.52	99.44	99.63	99.31	99.57	99.39
chr2	166073087	166073091	chr2:-:166073089:TE	5	-	2	2	ENSMUST00000109249:21:21:166073088:166074818	ENSMUST00000109249	0.43	0.48	0.68	0.29	0.48	0.56	0.37	0.69	0.43	0.61
chr11	41911706	41911735	chr11:-:41911714:TE	2	-	1	3	ENSMUST00000070725:9:9:41910202:41912591	ENSMUST00000070725	39.95	55.97	49.21	51.48	34.87	54.44	42.26	59.79	39.95	50.01
chr11	41911275	41911299	chr11:-:41911278:TE	2	-	2	3	ENSMUST00000070725:9:9:41910202:41912591	ENSMUST00000070725	37.89	24.91	31.68	27.4	41.49	27.3	36.69	21.15	37.89	27.81
chr11	41910184	41910249	chr11:-:41910208:TE	2	-	3	3	ENSMUST00000070725:9:9:41910202:41912591	ENSMUST00000070725	22.17	19.12	19.11	21.12	23.64	18.27	21.05	19.06	22.17	22.18
chr12	17551084	17551115	chr12:+:17551092:TE	9	+	1	2	ENSMUST00000221613:8:8:17550606:17551505	ENSMUST00000221613	80.09	81.06	78.37	80.59	83.43	88.08	78.96	83.39	80.09	76.68
chr12	17551481	17551528	chr12:+:17551500:TE	9	+	2	2	ENSMUST00000221613:8:8:17550606:17551505	ENSMUST00000221613	19.91	18.94	21.63	19.41	16.57	11.92	21.04	16.61	19.91	23.32
chr4	154318473	154318506	chr4:-:154318481:TE	8	-	1	2	ENSMUST00000097759:17:17:154316124:154320865	ENSMUST00000097759	64.66	54.31	60.03	54.3	58.75	62.02	65.55	58.56	64.66	55.53
chr4	154316116	154316145	chr4:-:154316124:TE	6	-	2	2	ENSMUST00000097759:17:17:154316124:154320865	ENSMUST00000097759	35.34	45.69	39.97	45.7	41.25	37.98	34.45	41.44	35.34	44.47
chr15	75895462	75895506	chr15:-:75895489:TE	9	-	1	2	ENSMUST00000109972:7:7:75894799:75895591	ENSMUST00000109972	94.11	95.46	94.17	95.53	94.91	97.39	94.3	96.78	94.11	96.72
chr15	75894786	75894816	chr15:-:75894796:TE	9	-	2	2	ENSMUST00000109972:7:7:75894799:75895591	ENSMUST00000109972	5.89	4.54	5.83	4.47	5.09	2.61	5.7	3.22	5.89	3.28
chr15	73757200	73757249	chr15:+:73757226:TE	9	+	1	2	ENSMUST00000167582:5:5:73756796:73758766	ENSMUST00000167582	99.03	97.1	98.04	96.36	98.48	98.74	98.48	97.79	99.03	95.85
chr15	73758428	73758431	chr15:+:73758429:TE	1	+	2	2	ENSMUST00000167582:5:5:73756796:73758766	ENSMUST00000167582	0.97	2.9	1.96	3.64	1.52	1.26	1.52	2.21	0.97	4.15
chr5	114805788	114805844	chr5:+:114805818:TE	9	+	1	2	ENSMUST00000140604:4:4:114804238:114806200	ENSMUST00000140604	99.3	99.52	98.83	99.19	98.7	99.04	98.72	99.16	99.3	99.52
chr5	114806186	114806217	chr5:+:114806190:TE	8	+	2	2	ENSMUST00000140604:4:4:114804238:114806200	ENSMUST00000140604	0.7	0.48	1.17	0.81	1.3	0.96	1.28	0.84	0.7	0.48
chr15	58900949	58900992	chr15:-:58900975:TE	9	-	1	2	ENSMUST00000227540:10:10:58899930:58901070	ENSMUST00000227540	72.8	70.5	61.95	70.1	60.64	69.19	66.89	73.73	72.8	68.42
chr15	58899906	58899949	chr15:-:58899928:TE	7	-	2	2	ENSMUST00000227540:10:10:58899930:58901070	ENSMUST00000227540	27.2	29.5	38.05	29.9	39.36	30.81	33.11	26.27	27.2	31.58
chr8	104420104	104420109	chr8:-:104420109:TE	2	-	1	2	ENSMUST00000041769:13:13:104417679:104420682	ENSMUST00000041769	65.92	67.33	67.42	65.83	65.59	67.13	65.82	65.05	65.92	66.44
chr8	104417673	104417710	chr8:-:104417682:TE	9	-	2	2	ENSMUST00000041769:13:13:104417679:104420682	ENSMUST00000041769	34.08	32.67	32.58	34.17	34.41	32.87	34.18	34.95	34.08	33.56
chr11	96048565	96048600	chr11:-:96048577:TE	9	-	1	2	ENSMUST00000100528:7:7:96047431:96050414	ENSMUST00000100528	88.49	87.5	83.91	85.59	86.55	87.7	87.84	84.02	88.49	87.8
chr11	96048067	96048068	chr11:-:96048068:TE	1	-	2	2	ENSMUST00000100528:7:7:96047431:96050414	ENSMUST00000100528	11.51	12.5	16.09	14.41	13.45	12.3	12.16	15.98	11.51	12.2
chr18	46609145	46609193	chr18:+:46609173:TE	9	+	1	2	ENSMUST00000078079:3:3:46607503:46610211	ENSMUST00000078079	93.89	94.57	93.38	94.07	93.36	93.72	94.37	94.43	93.89	94.06
chr18	46610181	46610218	chr18:+:46610210:TE	9	+	2	2	ENSMUST00000078079:3:3:46607503:46610211	ENSMUST00000078079	6.11	5.43	6.62	5.93	6.64	6.28	5.63	5.57	6.11	5.94
chr13	46649597	46649664	chr13:+:46649639:TE	8	+	1	2	ENSMUST00000021802:13:13:46648280:46650281	ENSMUST00000021802	68.81	64.91	72.29	70.43	71.48	64.93	63.89	65.61	68.81	66.43
chr13	46650271	46650291	chr13:+:46650291:TE	4	+	2	2	ENSMUST00000021802:13:13:46648280:46650281	ENSMUST00000021802	31.19	35.09	27.71	29.57	28.52	35.07	36.11	34.39	31.19	33.57
chr1	33740688	33740716	chr1:+:33740709:TE	9	+	1	2	ENSMUST00000138024:8:8:33739252:33742557	ENSMUST00000138024	61.09	70.59	68.59	65.29	67.9	68.95	62.63	69.14	61.09	69.47
chr1	33742415	33742416	chr1:+:33742416:TE	1	+	2	2	ENSMUST00000138024:8:8:33739252:33742557	ENSMUST00000138024	38.91	29.41	31.41	34.71	32.1	31.05	37.37	30.86	38.91	30.53
chr11	23489730	23489766	chr11:+:23489761:TE	8	+	1	2	ENSMUST00000180046:80:80:23488583:23490560	ENSMUST00000180046	97.21	97.57	98.29	98.32	94.56	98.03	96.56	97.2	97.21	98.81
chr11	23490065	23490087	chr11:+:23490087:TE	7	+	2	2	ENSMUST00000180046:80:80:23488583:23490560	ENSMUST00000180046	2.79	2.43	1.71	1.68	5.44	1.97	3.44	2.8	2.79	1.19
chr13	38602681	38602714	chr13:-:38602682:TE	9	-	1	2	ENSMUST00000035899:5:5:38598840:38604028	ENSMUST00000035899	97.15	97.01	97.41	96.58	98.1	96.42	97.96	96.78	97.15	96.44
chr13	38598849	38598850	chr13:-:38598850:TE	1	-	2	2	ENSMUST00000035899:5:5:38598840:38604028	ENSMUST00000035899	2.85	2.99	2.59	3.42	1.9	3.58	2.04	3.22	2.85	3.56
chr2	157891060	157891104	chr2:+:157891090:TE	9	+	1	2	ENSMUST00000029178:16:16:157890904:157891614	ENSMUST00000029178	83.13	79.67	83.48	82.71	82.28	78.32	78.04	78.11	83.13	86.19
chr2	157891566	157891626	chr2:+:157891621:TE	8	+	2	2	ENSMUST00000029178:16:16:157890904:157891614	ENSMUST00000029178	16.87	20.33	16.52	17.29	17.72	21.68	21.96	21.89	16.87	13.81
chr5	121665289	121665290	chr5:+:121665290:TE	1	+	1	2	ENSMUST00000142701:3:3:121665098:121665641	ENSMUST00000142701	81.58	85.77	84.87	88.36	89.77	86.48	87.47	89.13	81.58	84.88
chr5	121665632	121665658	chr5:+:121665658:TE	6	+	2	2	ENSMUST00000142701:3:3:121665098:121665641	ENSMUST00000142701	18.42	14.23	15.13	11.64	10.23	13.52	12.53	10.87	18.42	15.12
chr15	7206991	7207014	chr15:-:7206997:TE	3	-	1	2	ENSMUST00000160207:23:23:7206582:7207802	ENSMUST00000160207	43.63	29.71	60.29	37.01	39.93	57.43	54.03	48.53	43.63	48.01
chr15	7206567	7206595	chr15:-:7206572:TE	5	-	2	2	ENSMUST00000160207:23:23:7206582:7207802	ENSMUST00000160207	56.37	70.29	39.71	62.99	60.07	42.57	45.97	51.47	56.37	51.99
chr12	44598852	44598864	chr12:+:44598864:TE	3	+	1	3	ENSMUST00000110748:28:28:44598349:44600760	ENSMUST00000110748	56.95	65.69	55.83	65.35	57.68	67.67	55.16	66.2	56.95	66.4
chr12	44600029	44600043	chr12:+:44600033:TE	4	+	2	3	ENSMUST00000110748:28:28:44598349:44600760	ENSMUST00000110748	30.85	25.89	31.34	25.91	29.08	23.26	32.83	24.28	30.85	24.49
chr12	44600695	44600731	chr12:+:44600731:TE	3	+	3	3	ENSMUST00000110748:28:28:44598349:44600760	ENSMUST00000110748	12.2	8.42	12.82	8.73	13.24	9.07	12.01	9.51	12.2	9.11
chr18	21027504	21027561	chr18:+:21027535:TE	9	+	1	2	ENSMUST00000052396:6:6:21026085:21028224	ENSMUST00000052396	76.9	83.68	79.48	83.65	83.2	80.38	78.4	78.46	76.9	78.19
chr18	21028201	21028227	chr18:+:21028223:TE	9	+	2	2	ENSMUST00000052396:6:6:21026085:21028224	ENSMUST00000052396	23.1	16.32	20.52	16.35	16.8	19.62	21.6	21.54	23.1	21.81
chr3	69749008	69749049	chr3:+:69749044:TE	9	+	1	2	ENSMUST00000029358:16:16:69748771:69756373	ENSMUST00000029358	95.01	95.23	94.12	96.16	94.39	95.87	94.17	95.77	95.01	94.95
chr3	69756355	69756379	chr3:+:69756378:TE	6	+	2	2	ENSMUST00000029358:16:16:69748771:69756373	ENSMUST00000029358	4.99	4.77	5.88	3.84	5.61	4.13	5.83	4.23	4.99	5.05
chr5	70751815	70751828	chr5:-:70751828:TE	2	-	1	2	ENSMUST00000031119:9:9:70751046:70754291	ENSMUST00000031119	92.65	92.22	93.12	92.32	92.29	91.22	94.6	91.25	92.65	93.37
chr5	70751038	70751050	chr5:-:70751047:TE	1	-	2	2	ENSMUST00000031119:9:9:70751046:70754291	ENSMUST00000031119	7.35	7.78	6.88	7.68	7.71	8.78	5.4	8.75	7.35	6.63
chr7	88310275	88310325	chr7:+:88310311:TE	9	+	1	2	ENSMUST00000032779:7:7:88309399:88310888	ENSMUST00000032779	69.74	70.09	71.14	69.77	75.47	75.39	73.97	70.79	69.74	65.4
chr7	88310851	88310888	chr7:+:88310874:TE	8	+	2	2	ENSMUST00000032779:7:7:88309399:88310888	ENSMUST00000032779	30.26	29.91	28.86	30.23	24.53	24.61	26.03	29.21	30.26	34.6
chr13	114288628	114288680	chr13:-:114288649:TE	6	-	1	2	ENSMUST00000022286:5:5:114287794:114288866	ENSMUST00000022286	95.71	95.82	95.82	95.78	95.3	96.2	95.75	95.85	95.71	95.34
chr13	114287794	114287814	chr13:-:114287795:TE	7	-	2	2	ENSMUST00000022286:5:5:114287794:114288866	ENSMUST00000022286	4.29	4.18	4.18	4.22	4.7	3.8	4.25	4.15	4.29	4.66
chr5	122787705	122787756	chr5:-:122787731:TE	9	-	1	2	ENSMUST00000086216:17:17:122787458:122788018	ENSMUST00000086216	88.65	90.13	84.99	90.63	91.68	92.15	91.61	91.28	88.65	86.28
chr5	122787443	122787473	chr5:-:122787444:TE	7	-	2	2	ENSMUST00000086216:17:17:122787458:122788018	ENSMUST00000086216	11.35	9.87	15.01	9.37	8.32	7.85	8.39	8.72	11.35	13.72
chr2	39015562	39015608	chr2:+:39015589:TE	9	+	1	2	ENSMUST00000112862:4:4:39015057:39015877	ENSMUST00000112862	94.08	94.37	94.31	93.66	94.32	93.95	93.84	93.69	94.08	93.69
chr2	39015847	39015894	chr2:+:39015872:TE	9	+	2	2	ENSMUST00000112862:4:4:39015057:39015877	ENSMUST00000112862	5.92	5.63	5.69	6.34	5.68	6.05	6.16	6.31	5.92	6.31
chr4	24903472	24903506	chr4:+:24903499:TE	9	+	1	2	ENSMUST00000029925:3:3:24901693:24905001	ENSMUST00000029925	95.53	92.93	93.44	93.82	94.29	95.06	93.45	93.7	95.53	94.57
chr4	24904982	24905003	chr4:+:24905001:TE	7	+	2	2	ENSMUST00000029925:3:3:24901693:24905001	ENSMUST00000029925	4.47	7.07	6.56	6.18	5.71	4.94	6.55	6.3	4.47	5.43
chr5	52866714	52866756	chr5:+:52866733:TE	9	+	1	2	ENSMUST00000031072:28:28:52866394:52867797	ENSMUST00000031072	97.83	99.15	98.57	99.47	98.56	99.17	98.46	99.33	97.83	99.28
chr5	52867776	52867798	chr5:+:52867793:TE	7	+	2	2	ENSMUST00000031072:28:28:52866394:52867797	ENSMUST00000031072	2.17	0.85	1.43	0.53	1.44	0.83	1.54	0.67	2.17	0.72
chr5	67619447	67619450	chr5:-:67619448:TE	1	-	1	2	ENSMUST00000037380:37:37:67618139:67622696	ENSMUST00000037380	67.68	66.6	69.72	65.75	67.45	68.43	68.07	68.67	67.68	64.5
chr5	67618128	67618155	chr5:-:67618129:TE	7	-	2	2	ENSMUST00000037380:37:37:67618139:67622696	ENSMUST00000037380	32.32	33.4	30.28	34.25	32.55	31.57	31.93	31.33	32.32	35.5
chr5	90228723	90228752	chr5:-:90228724:TE	9	-	1	2	ENSMUST00000196919:2:2:90227818:90229341	ENSMUST00000196919	78.95	79.13	80.4	78.9	77.96	79.27	78.26	76.99	78.95	78.57
chr5	90227890	90227915	chr5:-:90227915:TE	4	-	2	2	ENSMUST00000196919:2:2:90227818:90229341	ENSMUST00000196919	21.05	20.87	19.6	21.1	22.04	20.73	21.74	23.01	21.05	21.43
chr8	70843155	70843181	chr8:-:70843164:TE	8	-	1	2	ENSMUST00000110081:10:10:70842048:70844561	ENSMUST00000110081	100.0	99.81	100.0	98.86	100.0	99.73	98.65	100.0	100.0	100.0
chr8	70842814	70842817	chr8:-:70842817:TE	2	-	2	2	ENSMUST00000110081:10:10:70842048:70844561	ENSMUST00000110081	0.0	0.19	0.0	1.14	0.0	0.27	1.35	0.0	0.0	0.0
chr16	33299536	33299586	chr16:+:33299561:TE	9	+	1	2	ENSMUST00000023502:14:14:33298430:33300269	ENSMUST00000023502	97.8	97.6	97.89	98.22	98.32	98.94	99.07	98.45	97.8	98.89
chr16	33300266	33300272	chr16:+:33300271:TE	4	+	2	2	ENSMUST00000023502:14:14:33298430:33300269	ENSMUST00000023502	2.2	2.4	2.11	1.78	1.68	1.06	0.93	1.55	2.2	1.11
chr19	38265725	38265728	chr19:+:38265726:TE	2	+	1	2	ENSMUST00000134832:2:2:38265574:38269046	ENSMUST00000134832	97.38	97.19	97.98	97.99	98.51	95.33	98.19	95.96	97.38	97.01
chr19	38267361	38267362	chr19:+:38267362:TE	1	+	2	2	ENSMUST00000134832:2:2:38265574:38269046	ENSMUST00000134832	2.62	2.81	2.02	2.01	1.49	4.67	1.81	4.04	2.62	2.99
chr16	96121621	96121646	chr16:-:96121628:TE	9	-	1	2	ENSMUST00000050884:6:6:96120617:96122417	ENSMUST00000050884	98.99	99.25	99.25	99.37	99.04	99.13	99.27	99.3	98.99	99.43
chr16	96120615	96120624	chr16:-:96120618:TE	5	-	2	2	ENSMUST00000050884:6:6:96120617:96122417	ENSMUST00000050884	1.01	0.75	0.75	0.63	0.96	0.87	0.73	0.7	1.01	0.57
chr16	17045236	17045296	chr16:+:17045279:TE	9	+	1	2	ENSMUST00000069107:9:9:17043685:17047453	ENSMUST00000069107	59.84	54.84	58.35	55.2	59.24	55.69	56.68	55.96	59.84	53.61
chr16	17047439	17047478	chr16:+:17047462:TE	8	+	2	2	ENSMUST00000069107:9:9:17043685:17047453	ENSMUST00000069107	40.16	45.16	41.65	44.8	40.76	44.31	43.32	44.04	40.16	46.39
chr7	4489571	4489577	chr7:-:4489574:TE	9	-	1	2	ENSMUST00000145689:4:4:4489171:4489892	ENSMUST00000145689	68.65	64.85	25.92	67.93	78.35	81.67	73.03	80.1	68.65	47.35
chr7	4489152	4489177	chr7:-:4489172:TE	4	-	2	2	ENSMUST00000145689:4:4:4489171:4489892	ENSMUST00000145689	31.35	35.15	74.08	32.07	21.65	18.33	26.97	19.9	31.35	52.65
chr10	62187349	62187396	chr10:-:62187367:TE	7	-	1	2	ENSMUST00000047883:8:8:62185395:62188162	ENSMUST00000047883	83.8	88.58	86.94	88.81	85.58	91.28	84.01	88.65	83.8	90.44
chr10	62185392	62185404	chr10:-:62185396:TE	6	-	2	2	ENSMUST00000047883:8:8:62185395:62188162	ENSMUST00000047883	16.2	11.42	13.06	11.19	14.42	8.72	15.99	11.35	16.2	9.56
chr8	25676869	25676884	chr8:+:25676884:TE	3	+	1	2	ENSMUST00000146919:10:10:25676702:25677972	ENSMUST00000146919	55.42	47.46	50.08	49.87	57.22	51.64	57.81	52.65	55.42	17.17
chr8	25677910	25677991	chr8:+:25677971:TE	6	+	2	2	ENSMUST00000146919:10:10:25676702:25677972	ENSMUST00000146919	44.58	52.54	49.92	50.13	42.78	48.36	42.19	47.35	44.58	82.83
chr12	3404030	3404071	chr12:+:3404064:TE	8	+	1	2	ENSMUST00000020999:8:8:3402788:3406494	ENSMUST00000020999	74.57	78.23	76.36	77.17	77.53	79.14	75.97	79.09	74.57	76.54
chr12	3406470	3406493	chr12:+:3406486:TE	1	+	2	2	ENSMUST00000020999:8:8:3402788:3406494	ENSMUST00000020999	25.43	21.77	23.64	22.83	22.47	20.86	24.03	20.91	25.43	23.46
chr9	107539547	107539586	chr9:-:107539579:TE	9	-	1	2	ENSMUST00000041459:3:3:107539006:107540385	ENSMUST00000041459	67.23	83.5	80.32	74.72	83.03	87.71	84.67	82.07	67.23	71.54
chr9	107538993	107539027	chr9:-:107539007:TE	8	-	2	2	ENSMUST00000041459:3:3:107539006:107540385	ENSMUST00000041459	32.77	16.5	19.68	25.28	16.97	12.29	15.33	17.93	32.77	28.46
chr6	144999130	144999168	chr6:-:144999136:TE	9	-	1	2	ENSMUST00000032402:11:11:144993834:145000304	ENSMUST00000032402	89.44	90.41	88.49	91.14	91.5	90.93	90.53	90.87	89.44	89.66
chr6	144993808	144993853	chr6:-:144993830:TE	7	-	2	2	ENSMUST00000032402:11:11:144993834:145000304	ENSMUST00000032402	10.56	9.59	11.51	8.86	8.5	9.07	9.47	9.13	10.56	10.34
chr18	53953743	53953763	chr18:+:53953762:TE	4	+	1	2	ENSMUST00000069597:13:13:53953244:53955548	ENSMUST00000069597	65.32	67.71	67.31	70.98	67.76	71.82	68.53	71.22	65.32	71.34
chr18	53955493	53955527	chr18:+:53955518:TE	4	+	2	2	ENSMUST00000069597:13:13:53953244:53955548	ENSMUST00000069597	34.68	32.29	32.69	29.02	32.24	28.18	31.47	28.78	34.68	28.66
chr1	156052785	156052807	chr1:+:156052807:TE	2	+	1	2	ENSMUST00000111754:3:3:156051293:156053529	ENSMUST00000111754	49.63	61.26	49.9	58.95	57.48	60.53	51.14	62.21	49.63	60.1
chr1	156053523	156053545	chr1:+:156053529:TE	9	+	2	2	ENSMUST00000111754:3:3:156051293:156053529	ENSMUST00000111754	50.37	38.74	50.1	41.05	42.52	39.47	48.86	37.79	50.37	39.9
chr5	149616823	149616866	chr5:-:149616845:TE	9	-	1	2	ENSMUST00000202361:18:18:149616543:149617710	ENSMUST00000202361	99.22	99.35	99.12	98.94	99.12	99.26	99.37	98.99	99.22	98.94
chr5	149616534	149616551	chr5:-:149616539:TE	8	-	2	2	ENSMUST00000202361:18:18:149616543:149617710	ENSMUST00000202361	0.78	0.65	0.88	1.06	0.88	0.74	0.63	1.01	0.78	1.06
chr18	50091744	50091792	chr18:+:50091777:TE	8	+	1	2	ENSMUST00000179937:3:3:50091265:50093229	ENSMUST00000179937	98.01	98.86	96.86	97.7	98.07	97.29	97.62	97.34	98.01	99.73
chr18	50093173	50093203	chr18:+:50093203:TE	4	+	2	2	ENSMUST00000179937:3:3:50091265:50093229	ENSMUST00000179937	1.99	1.14	3.14	2.3	1.93	2.71	2.38	2.66	1.99	0.27
chr15	57870513	57870569	chr15:-:57870537:TE	8	-	1	2	ENSMUST00000022993:8:8:57869501:57871906	ENSMUST00000022993	21.11	48.77	26.56	53.46	37.92	56.09	31.7	54.8	21.11	51.03
chr15	57869747	57869788	chr15:-:57869773:TE	8	-	2	2	ENSMUST00000022993:8:8:57869501:57871906	ENSMUST00000022993	78.89	51.23	73.44	46.54	62.08	43.91	68.3	45.2	78.89	48.97
chr17	37074261	37074310	chr17:+:37074304:TE	9	+	1	2	ENSMUST00000025338:23:23:37072852:37075067	ENSMUST00000025338	93.53	94.99	92.74	94.63	94.19	94.63	94.27	95.31	93.53	94.43
chr17	37074898	37074940	chr17:+:37074932:TE	2	+	2	2	ENSMUST00000025338:23:23:37072852:37075067	ENSMUST00000025338	6.47	5.01	7.26	5.37	5.81	5.37	5.73	4.69	6.47	5.57
chr12	54860270	54860304	chr12:-:54860271:TE	9	-	1	2	ENSMUST00000078124:4:4:54858816:54861237	ENSMUST00000078124	89.13	90.21	90.39	89.65	89.87	89.84	91.0	89.76	89.13	89.18
chr12	54858801	54858831	chr12:-:54858804:TE	7	-	2	2	ENSMUST00000078124:4:4:54858816:54861237	ENSMUST00000078124	10.87	9.79	9.61	10.35	10.13	10.16	9.0	10.24	10.87	10.82
chr11	120605643	120605707	chr11:+:120605688:TE	9	+	1	2	ENSMUST00000026128:3:3:120605280:120608198	ENSMUST00000026128	96.72	96.59	95.49	97.27	98.46	97.96	98.3	97.63	96.72	95.47
chr11	120608177	120608205	chr11:+:120608198:TE	8	+	2	2	ENSMUST00000026128:3:3:120605280:120608198	ENSMUST00000026128	3.28	3.41	4.51	2.73	1.54	2.04	1.7	2.37	3.28	4.53
chr2	73093197	73093229	chr2:-:73093200:TE	6	-	1	2	ENSMUST00000028517:11:11:73092800:73093724	ENSMUST00000028517	86.36	85.69	85.83	88.38	84.05	83.78	87.69	87.18	86.36	87.06
chr2	73092778	73092827	chr2:-:73092802:TE	9	-	2	2	ENSMUST00000028517:11:11:73092800:73093724	ENSMUST00000028517	13.64	14.31	14.17	11.62	15.95	16.22	12.31	12.82	13.64	12.94
chr19	53373273	53373303	chr19:+:53373292:TE	9	+	1	2	ENSMUST00000025998:6:6:53371572:53375810	ENSMUST00000025998	99.86	99.94	99.93	99.95	99.95	99.93	99.91	99.94	99.86	99.9
chr19	53375562	53375565	chr19:+:53375565:TE	3	+	2	2	ENSMUST00000025998:6:6:53371572:53375810	ENSMUST00000025998	0.14	0.06	0.07	0.05	0.05	0.07	0.09	0.06	0.14	0.1
chr1	161083445	161083474	chr1:+:161083464:TE	9	+	1	2	ENSMUST00000028035:4:4:161082907:161086720	ENSMUST00000028035	90.57	90.34	87.3	75.7	86.51	81.53	84.33	84.33	90.57	86.82
chr1	161086699	161086722	chr1:+:161086720:TE	5	+	2	2	ENSMUST00000028035:4:4:161082907:161086720	ENSMUST00000028035	9.43	9.66	12.7	24.3	13.49	18.47	15.67	15.67	9.43	13.18
chr4	117888894	117888928	chr4:-:117888908:TE	9	-	1	2	ENSMUST00000030265:6:6:117888642:117889676	ENSMUST00000030265	100.0	100.0	97.71	99.38	99.67	100.0	100.0	100.0	100.0	98.28
chr4	117888639	117888649	chr4:-:117888643:TE	6	-	2	2	ENSMUST00000030265:6:6:117888642:117889676	ENSMUST00000030265	0.0	0.0	2.29	0.62	0.33	0.0	0.0	0.0	0.0	1.72
chr7	134266256	134266302	chr7:-:134266275:TE	2	-	1	2	ENSMUST00000094002:8:8:134265778:134266651	ENSMUST00000094002	63.07	74.47	63.82	78.44	58.87	70.7	68.68	64.98	63.07	63.82
chr7	134265777	134265803	chr7:-:134265782:TE	5	-	2	2	ENSMUST00000094002:8:8:134265778:134266651	ENSMUST00000094002	36.93	25.53	36.18	21.56	41.13	29.3	31.32	35.02	36.93	36.18
chr10	122995062	122995092	chr10:-:122995072:TE	9	-	1	2	ENSMUST00000073792:36:36:122992059:122995833	ENSMUST00000073792	93.05	90.84	92.36	90.96	93.81	90.42	93.84	90.34	93.05	90.14
chr10	122992041	122992081	chr10:-:122992061:TE	8	-	2	2	ENSMUST00000073792:36:36:122992059:122995833	ENSMUST00000073792	6.95	9.16	7.64	9.04	6.19	9.58	6.16	9.66	6.95	9.86
chrX	151934858	151934900	chrX:+:151934886:TE	9	+	1	2	ENSMUST00000112622:81:81:151934280:151935417	ENSMUST00000112622	90.66	88.17	90.33	89.73	91.29	88.91	90.47	90.71	90.66	88.95
